,matched_sort_Adm_2,Strike ID,Date,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,matched_sort_Adm_2_ufi,matched_sort_Adm_2_adm1,matched_sort_Adm_2_full_name,matched_sort_Adm_2_full_nm_nd,matched_sort_Adm_2_lat_dd,matched_sort_Adm_2_long_dd,reviewed,options
48,KHUGYANI,12,"['19/01/2015', '18/02/2015', '14/11/2015', '08/12/2015', '03/07/2016', '14/07/2016', '01/12/2017', '25/08/2018', '02/02/2019', '07/02/2019', '10/02/2019', '19/09/2019']","[0, 8, 12, 11, 11, 4, 4, 10, 0, 0, 0, 8]","[0, 8, 13, 11, 11, 4, 4, 11, 5, 2, 2, 30]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 3, 8, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 5, 3, 8, 0, 0, 0, 0, 40]",10537201,AF-NAN,Khūgyāṉī,Khugyani,34.231504,70.149404,,"[('KHOGAYANI', 82, 7), ('GAYAN', 72, 111), ('TANI', 68, 50), ('KHANIQA', 67, 212), ('KHASURUZGAN', 63, 362)]"
49,KISHIM,1,['24/05/2018'],[0],[0],[0],[0],[0],[0],[0],[0],10536113,AF-BDS,Kishim,Kishim,36.772206,70.132549,,"[('KISHIM', 100, 308), ('KISHINDIH', 75, 204), ('TAGABKISHMIBALA', 75, 312), ('KHOSHI', 67, 58), ('ISHKASHIEM', 62, 237)]"
50,KOT,13,"['21/03/2016', '22/03/2016', '22/03/2016', '05/04/2016', '26/05/2016', '22/06/2016', '26/06/2016', '05/07/2016', '09/07/2016', '22/08/2016', '22/09/2016', '18/11/2016', '08/06/2017']","[8, 2, 5, 6, 2, 4, 30, 12, 0, 4, 7, 7, 10]","[8, 8, 5, 6, 2, 4, 30, 12, 0, 4, 7, 7, 10]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",10537202,AF-NAN,Kōṯ,Kot,34.153184,70.595336,,"[('KOT', 100, 388), ('NADIRSHAHKOT', 90, 44), ('SHAHWALIKOT', 90, 146), ('TIRINKOT', 90, 193), ('PASHTUNKOT', 90, 248)]"
51,KUNDUZ,15,"['29/09/2015', '29/09/2015', '30/09/2015', '30/09/2015', '30/09/2015', '30/09/2015', '02/10/2015', '02/10/2015', '03/10/2015', '05/10/2015', '22/05/2016', '28/06/2016', '03/10/2016', '03/11/2016', '08/03/2019']","[0, 0, 0, 0, 0, 3, 0, 0, 42, 0, 13, 14, 0, 58, 0]","[0, 0, 24, 0, 0, 3, 0, 0, 42, 0, 13, 14, 0, 59, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 32, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 33, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 20, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 20, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 8, 0, 53, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 8, 0, 62, 0]",10537245,AF-KDZ,Kunduz,Kunduz,36.796657,68.858742,,"[('KUNDUZ', 100, 54), ('DUAB', 51, 317), ('GURBUZ', 50, 47), ('KHASKUNAR', 50, 67), ('KHASURUZGAN', 47, 362)]"
52,LALPUR,14,"['08/01/2015', '11/01/2015', '17/01/2015', '13/03/2015', '09/05/2015', '08/06/2015', '08/06/2015', '30/06/2015', '26/07/2015', '13/09/2015', '29/10/2015', '23/06/2016', '30/08/2016', '01/03/2017']","[6, 8, 0, 0, 13, 7, 3, 4, 5, 4, 4, 7, 6, 6]","[6, 8, 0, 0, 13, 7, 3, 14, 6, 5, 4, 7, 6, 6]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0, 0, 12, 0, 2, 2, 3, 3, 1]","[3, 3, 0, 0, 0, 0, 0, 12, 0, 2, 2, 3, 3, 1]",10537204,AF-NAN,La‘lpūr,La`lpur,34.333393,71.024591,,"[('LALPOR', 83, 361), ('WATAPUR', 62, 92), ('BALAMURGHAB', 60, 291), ('ALMAR', 55, 249), ('NAWUR', 55, 353)]"
53,MAIDANSHAHR,1,['06/05/2017'],[5],[6],[0],[0],[0],[0],[6],[6],10537269,AF-WAR,Maīdān Shahr,Maidan Shahr,34.443944,68.824676,,"[('MAYDANSHAHR', 91, 300), ('SHAHRAK', 75, 302), ('NESH', 68, 178), ('SHARAN', 66, 122), ('MARDYAN', 64, 230)]"
54,MAYWAND,4,"['06/09/2015', '15/07/2016', '19/10/2017', '15/06/2019']","[0, 30, 0, 0]","[0, 30, 0, 10]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 2, 0, 0]","[0, 2, 0, 6]",10537224,AF-KAN,Maywand,Maywand,31.58363,64.993325,,"[('MAYWAND', 100, 152), ('JAWAND', 77, 295), ('MARDYAN', 71, 230), ('MAYMANA', 71, 241), ('NAWA', 68, 161)]"
55,MOHMANDDARAH,4,"['03/05/2015', '04/05/2015', '19/06/2015', '24/11/2015']","[12, 17, 8, 2]","[12, 17, 8, 2]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",10537205,AF-NAN,Mohmand Darah,Mohmand Darah,34.204757,70.984181,,"[('DARA', 90, 109), ('MUHMANDDARA', 87, 363), ('ANDARAB', 77, 84), ('FARAH', 72, 41), ('ANDAR', 72, 177)]"
56,MUQUR,1,['09/05/2018'],[6],[6],[0],[0],[0],[0],[0],[0],10536631,AF-BDG,Muqur,Muqur,35.170057,63.105087,,"[('MUQUR', 100, 166), ('MUQUR', 100, 168), ('MUSAQALA', 54, 119), ('MAHMUDIRAQI', 54, 128), ('BALAMURGHAB', 54, 291)]"
57,MUSAKHEL,1,['04/08/2017'],[50],[50],[0],[0],[0],[0],[3],[3],10537946,AF-KHO,Mūsá Khēl,Musa Khel,33.583857,69.681859,,"[('SAYDKHEL', 75, 149), ('MOSAKHAIL', 71, 40), ('MUSAQALA', 62, 119), ('JANIKHEL', 62, 142), ('BAK', 60, 34)]"
58,MUSAQALAH,9,"['23/08/2015', '27/08/2015', '30/08/2015', '01/09/2015', '15/01/2017', '01/12/2017', '04/12/2017', '24/05/2018', '22/09/2019']","[40, 0, 0, 0, 15, 5, 6, 50, 2]","[40, 0, 0, 0, 15, 5, 6, 50, 62]","[0, 0, 0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 40]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 10, 0, 0, 0, 0]","[0, 0, 0, 0, 10, 0, 0, 0, 0]",10536942,AF-HEL,Mūsá Qal‘ah,Musa Qal`ah,32.469052,64.736318,,"[('MUSAQALA', 94, 119), ('QALAT', 72, 355), ('SOZMAQALA', 67, 243), ('QALAKA', 66, 29), ('SHAMAL', 60, 53)]"
59,NADALI,8,"['08/02/2016', '01/08/2016', '25/08/2016', '09/06/2017', '02/07/2017', '01/04/2018', '16/08/2018', '24/11/2018']","[15, 2, 24, 2, 15, 0, 27, 2]","[15, 2, 32, 10, 15, 0, 27, 2]","[0, 0, 0, 0, 0, 0, 3, 2]","[0, 0, 8, 0, 0, 0, 3, 2]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[10, 0, 0, 0, 9, 0, 7, 13]","[10, 0, 0, 16, 9, 0, 7, 13]",10536943,AF-HEL,Nād ‘Alī,Nad `Ali,31.577982,63.790718,,"[('NADALI', 100, 102), ('NAWA', 68, 161), ('NADIRSHAHKOT', 60, 44), ('NAWAIBARAKZAYI', 60, 99), ('NARI', 60, 103)]"
60,NAHRESARAJ,3,"['31/08/2015', '25/05/2018', '04/03/2020']","[2, 1, 0]","[2, 1, 0]","[2, 0, 0]","[2, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",10536944,AF-HEL,Nahr-e Sarāj,Nahr-e Saraj,31.834776,64.612387,,"[('NAHRISARRAJ', 86, 105), ('HESARAK', 71, 10), ('AZRA', 68, 12), ('NARI', 68, 103), ('DARA', 68, 109)]"
61,NAWAH,3,"['19/02/2017', '12/08/2017', '10/09/2018']","[1, 5, 30]","[1, 5, 30]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[2, 0, 0]","[2, 0, 0]",10536898,AF-GHA,Nāwah,Nawah,32.326913,67.897543,,"[('NAWA', 89, 161), ('NAWBAHAR', 77, 371), ('NAWZAD', 73, 116), ('NAWAIBARAKZAYI', 72, 99), ('TARNAKWAJALDAK', 72, 351)]"
62,NAWAHYEBARAKZAI,1,['03/10/2016'],[12],[12],[0],[0],[0],[0],[0],[0],10536945,AF-HEL,Nāwah-ye Bārakzaī,Nawah-ye Barakzai,31.332126,64.2149,NAWAIBARAKZAYI,"[('NAWA', 90, 161), ('NAWAIBARAKZAYI', 83, 99), ('AZRA', 68, 12), ('DARA', 68, 109), ('ZARI', 68, 206)]"
63,NAZIYAN,13,"['16/01/2015', '11/02/2015', '23/03/2015', '09/08/2015', '17/09/2015', '23/10/2015', '29/10/2015', '15/02/2016', '16/07/2016', '27/07/2016', '22/09/2016', '29/05/2017', '29/09/2017']","[3, 2, 9, 2, 5, 6, 3, 15, 15, 2, 5, 3, 15]","[3, 9, 13, 6, 5, 6, 4, 15, 15, 2, 5, 4, 15]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",10537206,AF-NAN,Nāziyān,Naziyan,34.055907,70.825766,,"[('NAZYAN', 92, 383), ('NARI', 68, 103), ('GAYAN', 67, 111), ('NARANG', 62, 72), ('NAHRIN', 62, 81)]"
64,NERKH,1,['09/04/2017'],[6],[6],[0],[0],[0],[0],[0],[0],10537271,AF-WAR,Nêrkh,Nerkh,34.3206,68.764411,,"[('NIRKH', 80, 339), ('NESH', 67, 178), ('RUKHA', 60, 112), ('KARUKH', 55, 14), ('CHARKH', 55, 64)]"
65,NIKEH,1,['20/01/2018'],[50],[50],[0],[0],[0],[0],[0],[0],10537710,AF-PKA,Nīkêh,Nikeh,33.206518,69.240034,NIKA,"[('NIRKH', 80, 339), ('JANIKHAIL', 72, 23), ('JANIKHEL', 72, 142), ('NIKA', 67, 108), ('NESH', 67, 178)]"
66,OMNAH,1,['12/04/2018'],[7],[7],[0],[0],[0],[0],[3],[3],10537711,AF-PKA,Ōmnah,Omnah,32.8942,68.813259,,"[('OMNA', 89, 130), ('GHORMACH', 62, 288), ('KOSHKIKOHNA', 60, 4), ('GOMAL', 60, 151), ('NAHRIN', 55, 81)]"
67,PACHIRWAAGAM,3,"['29/07/2015', '12/05/2016', '22/10/2016']","[12, 1, 5]","[20, 1, 5]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 1, 0]","[0, 1, 0]",10537207,AF-NAN,Pachīr wa Āgām,Pachir wa Agam,34.087763,70.280585,,"[('PACHIERAGAM', 87, 5), ('HIRAT', 72, 324), ('WAMA', 68, 214), ('DANGAM', 60, 95), ('BAGRAM', 60, 148)]"
68,PULEALAM,2,"['30/08/2017', '04/06/2018']","[13, 0]","[13, 13]","[13, 0]","[13, 0]","[10, 0]","[10, 0]","[12, 0]","[12, 0]",10537179,AF-LOG,Pul-e ‘Alam,Pul-e `Alam,33.972288,69.05348,,"[('PULIALAM', 88, 60), ('GELAN', 54, 165), ('TULAK', 54, 185), ('ALMAR', 54, 249), ('QALAT', 54, 355)]"
69,PULEKHUMRI,1,['22/02/2016'],[0],[0],[0],[0],[0],[0],[0],[0],10536771,AF-BGL,Pul-e Khumrī,Pul-e Khumri,36.010218,68.668457,,"[('PULIKHUMRI', 90, 78), ('KHULM', 72, 393), ('KHWAJAUMARI', 57, 190), ('ZHARI', 54, 157), ('TULAK', 54, 185)]"
70,QARAHBAGH,2,"['04/09/2017', '08/02/2019']","[0, 0]","[2, 12]","[0, 0]","[2, 0]","[0, 0]","[0, 0]","[0, 0]","[3, 0]",10536998,AF-KAB,Qarah Bāgh,Qarah Bagh,34.849386,69.176297,,"[('QARABAGH', 94, 205), ('QARABAGH', 94, 271), ('FARAH', 72, 41), ('AZRA', 68, 12), ('DARA', 68, 109)]"
71,RAGHISTAN,1,['10/10/2017'],[0],[8],[0],[0],[0],[0],[0],[15],10536118,AF-BDS,Rāghistān,Raghistan,37.660787,70.67346,,"[('RAGHISTAN', 100, 264), ('ARGHISTAN', 89, 136), ('REGISTAN', 82, 126), ('TANI', 77, 50), ('SHAHRISTAN', 74, 268)]"
72,SABARI,1,['10/01/2017'],[4],[4],[0],[0],[0],[0],[0],[0],10537949,AF-KHO,Şabarī,Sabari,33.543516,69.9118,,"[('SABRI', 91, 36), ('ABKAMARI', 71, 163), ('NARI', 68, 103), ('ZARI', 68, 206), ('SAROBI', 67, 127)]"
73,SANGIN,12,"['13/12/2015', '23/12/2015', '19/07/2016', '31/01/2017', '10/02/2017', '11/02/2017', '14/11/2017', '24/05/2018', '01/02/2019', '06/02/2019', '08/02/2019', '28/02/2019']","[0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 5, 0]","[0, 0, 0, 0, 68, 0, 6, 2, 5, 3, 21, 30]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 26, 0, 6, 0, 0, 0, 21, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 6, 0]",10536948,AF-HEL,Sangīn,Sangin,32.123611,64.996532,,"[('SANGIN', 100, 110), ('SANGITAKHT', 75, 267), ('BANGI', 73, 342), ('TANI', 68, 50), ('KANG', 68, 73)]"
74,SARKANI,1,['11/03/2015'],[0],[0],[0],[0],[0],[0],[0],[0],10537898,AF-KNR,Sar Kāṉī,Sar Kani,34.750613,71.118641,,"[('SARKANI', 100, 79), ('SHARAN', 77, 122), ('AZRA', 68, 12), ('TANI', 68, 50), ('KANG', 68, 73)]"
75,SARROWZAH,1,['08/06/2016'],[2],[2],[0],[0],[0],[0],[0],[0],10537713,AF-PKA,Sar Rowẕah,Sar Rowzah,33.062959,69.039248,,"[('SARHAWZA', 71, 117), ('ARGO', 68, 269), ('SAROBI', 60, 127), ('FARAH', 57, 41), ('FARZA', 57, 276)]"
76,SAYYIDABAD,4,"['29/05/2016', '09/02/2019', '23/02/2019', '25/02/2019']","[2, 0, 0, 0]","[2, 11, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",10537272,AF-WAR,Sayyidābād,Sayyidabad,33.924849,68.657306,,"[('SAYDABAD', 89, 344), ('ASADABAD', 78, 77), ('SAYYAD', 75, 217), ('ALIABAD', 71, 352), ('DARA', 68, 109)]"
77,SAYYIDKARAM,4,"['11/10/2017', '05/11/2017', '05/11/2017', '27/05/2018']","[11, 4, 4, 6]","[11, 4, 4, 6]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2, 7, 0, 5]","[2, 7, 0, 5]",10537914,AF-PIA,Sayyid Karam,Sayyid Karam,33.712446,69.479727,,"[('SAYEDKARAM', 86, 20), ('SAYYAD', 75, 217), ('DARAYIM', 69, 301), ('AZRA', 68, 12), ('NIKA', 68, 108)]"
78,SHAHJOY,1,['17/05/2016'],[5],[5],[0],[0],[0],[0],[0],[0],10537700,AF-ZAB,Shāh Jōy,Shah Joy,32.497695,67.394943,,"[('SHAHJOY', 100, 367), ('NADIRSHAHKOT', 64, 44), ('BAHRAMISHAHIDJAGHATU', 64, 202), ('ZARGHUNSHAHR', 60, 137), ('MAYDANSHAHR', 60, 300)]"
79,SHAHWALIKOT,3,"['29/05/2016', '24/08/2017', '02/02/2019']","[17, 42, 0]","[22, 42, 12]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 17, 0]","[0, 17, 0]",10537096,AF-KAN,Shāh Walī Kōṯ,Shah Wali Kot,32.07954,66.005729,,"[('SHAHWALIKOT', 100, 146), ('KOT', 90, 388), ('SHAWAK', 75, 28), ('NAWA', 68, 161), ('CHAL', 68, 340)]"
80,SHERZAD,4,"['26/08/2015', '28/10/2016', '01/07/2017', '23/04/2018']","[4, 2, 4, 2]","[4, 4, 4, 2]","[0, 2, 0, 0]","[0, 4, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 30, 0, 0]",10537209,AF-NAN,Shērzād,Sherzad,34.194185,69.980133,,"[('SHIRZAD', 86, 8), ('SHARAN', 62, 122), ('WASHER', 62, 307), ('HESARAK', 57, 10), ('SHAHADA', 57, 283)]"
81,SHIGALWASHELTAN,3,"['03/06/2015', '31/10/2015', '14/12/2018']","[3, 2, 8]","[6, 2, 13]","[0, 0, 8]","[0, 0, 13]","[0, 0, 0]","[0, 0, 12]","[0, 0, 17]","[0, 0, 18]",10537899,AF-KNR,Shīgal wa Shêltan,Shigal wa Sheltan,35.036301,71.225047,SHAYGALWASHITAL,"[('TANI', 77, 50), ('WASHER', 75, 307), ('SHAYGALWASHITAL', 73, 86), ('GELAN', 72, 165), ('NAWA', 68, 161)]"
82,SHORABAK,1,['11/10/2015'],[100],[200],[0],[0],[0],[0],[50],[50],10537237,AF-KAN,Shōrābak,Shorabak,30.168419,66.040621,,"[('SHORABAK', 100, 129), ('BAK', 90, 34), ('AYBAK', 80, 213), ('CHORA', 72, 321), ('SHAWAK', 71, 28)]"
83,SPERAH,3,"['01/01/2015', '03/01/2015', '02/09/2016']","[0, 7, 7]","[0, 7, 7]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",10537951,AF-KHO,Spērah,Sperah,33.15664,69.491204,,"[('SPIRA', 73, 55), ('FARAH', 55, 41), ('SAYEDKARAM', 50, 20), ('DARAIPECH', 50, 89), ('PARYAN', 50, 98)]"
84,TAGAB,2,"['22/07/2018', '22/09/2018']","[2, 0]","[2, 0]","[0, 0]","[0, 9]","[0, 0]","[0, 4]","[0, 0]","[0, 12]",10537007,AF-KAP,Tagāb,Tagab,34.794559,69.679304,,"[('TAGAB', 100, 124), ('SHIRINTAGAB', 90, 236), ('TAGABKISHMIBALA', 90, 312), ('MOHAMMADAGHA', 60, 57), ('GIZAB', 60, 260)]"
85,TARINKOT,7,"['09/09/2016', '18/09/2016', '31/05/2017', '09/12/2017', '03/02/2019', '09/02/2019', '13/03/2019']","[0, 7, 25, 8, 0, 0, 5]","[0, 8, 25, 8, 1, 7, 5]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 20, 3, 0, 0, 10]","[0, 0, 20, 3, 0, 0, 10]",10537967,AF-URU,Tarīn Kōṯ,Tarin Kot,32.682171,65.916961,TIRINKOT,"[('KOT', 90, 388), ('TIRINKOT', 88, 193), ('TANI', 68, 50), ('NARI', 68, 103), ('ZARI', 68, 206)]"
86,WARDUJ,1,['12/04/2018'],[0],[0],[0],[0],[0],[0],[0],[0],10536130,AF-BDS,Wardūj,Warduj,36.757076,71.182357,,"[('WARDUJ\n', 100, 289), ('WARSAJ', 67, 337), ('CHAHARBURJAK', 60, 80), ('KHWAJADUKOH', 60, 200), ('LALWASARJANGAL', 60, 270)]"
87,WASHER,1,['10/02/2019'],[0],[7],[0],[0],[0],[0],[0],[0],10536949,AF-HEL,Wāshēr,Washer,32.103175,63.946629,,"[('WASHER', 100, 307), ('GARMSER', 62, 96), ('PACHIERAGAM', 60, 5), ('FARANGWAGHARU', 60, 59), ('SHAYGALWASHITAL', 60, 86)]"
88,ZURMAT,6,"['26/03/2015', '19/11/2016', '08/07/2017', '08/07/2017', '12/07/2018', '31/12/2018']","[0, 1, 7, 7, 0, 7]","[0, 1, 7, 16, 37, 8]","[0, 0, 0, 0, 0, 5]","[0, 0, 0, 1, 11, 6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 3, 0]","[1, 2, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0]",10537937,AF-PIA,Zurmat,Zurmat,33.424018,69.041759,,"[('ZURMAT', 100, 26), ('JURM', 68, 299), ('AZRA', 60, 12), ('HAZRATISULTAN', 60, 210), ('KHURAMWASARBAGH', 60, 219)]"
